Book Name,Author,Rating,Rating_Filled,Number of Reviews,Log Reviews,Price,Description,Genre,Ranks and Genre,Audible Rank,Listening Time,Listening Time Minutes,Data_Source,Has_Description,Has_Genre,Has_Listening_Time,Book_Name_Key,Author_Key,Review_Group,Description_Length
Atlas Shrugged,Ayn Rand,4.3,4.3,5399.0,8.594154232552366,1406.0,"In defense of those greatest of human qualities that have made civilization possible, one man sets out to show what would happen to the world if all the heroes of innovation and industry went on strike. Is he a destroyer or a liberator? And why does he fight his hardest battle not against his enemies but against the woman he loves?",Political Fiction | Literary Fiction | Classic Literature,",#141 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#2 in Political Fiction,#7 in Literary Fiction,#7 in Classic Literature",141.0,62 hours and 56 minutes,3776.0,Both,1,1,1,atlas shrugged,ayn rand,1001+,333
Atomic Habits: An Easy and Proven Way to Build Good Habits and Break Bad Ones,James Clear,4.6,4.6,4678.0,8.450839690866216,888.0,Brought to you by Penguin.,Psychology | Stress Management | Personal Success,",#5 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Psychology (Audible Audiobooks & Originals),#3 in Stress Management,#4 in Personal Success",5.0,5 hours and 35 minutes,335.0,Both,1,1,1,atomic habits: an easy and proven way to build good habits and break bad ones,james clear,1001+,26
Autobiography of a Yogi,Paramahansa Yogananda,4.6,4.6,2244.0,7.716460800176355,1126.0,"This audio edition, featuring Academy Award winner Ben Kingsley's masterful narration, contains the complete text of Paramahansa Yogananda's life story, an absorbing account of a singular search for Truth. Yogananda describes his experiences with modern-day saints and illuminated masters of India, and presents a definitive introduction to the whole science and philosophy of Yoga.",Unknown,Unknown,,Unknown,,Both,1,0,0,autobiography of a yogi,paramahansa yogananda,1001+,382
Autobiography of a Yogi - Original Edition,Paramahansa Yogananda,4.6,4.6,2751.0,7.920083199053234,609.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,autobiography of a yogi - original edition,paramahansa yogananda,1001+,0
Bad Blood,John Carreyrou,4.7,4.7,4679.0,8.451053388911692,323.0,A New York Times best seller.,White Collar & Corporate True Crime | True Accounts (Books) | Business & Careers,",#340 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in White Collar & Corporate True Crime,#79 in True Accounts (Books),#79 in Business & Careers",340.0,11 hours and 36 minutes,696.0,Both,1,1,1,bad blood,john carreyrou,1001+,29
Bad Luck and Trouble: Jack Reacher 11,Lee Child,4.6,4.6,3400.0,8.131824785007195,1093.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,bad luck and trouble: jack reacher 11,lee child,1001+,0
"Bared to You: A Crossfire Novel, Book 1",Sylvia Day,4.3,4.3,8799.0,9.0825070004663,469.0,Please note: This audiobook contains graphic adult content.,Erotic Romance | Romantic Suspense | Women's Fiction,",#2,065 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#4 in Erotic Romance,#9 in Romantic Suspense (Audible Audiobooks & Originals),#48 in Women's Fiction",2065.0,11 hours and 32 minutes,692.0,Both,1,1,1,"bared to you: a crossfire novel, book 1",sylvia day,1001+,59
Beartown,Fredrik Backman,4.5,4.5,3531.0,8.16961956172385,820.0,"Penguin presents the audiobook edition of Beartown by Fredik Backman, read by John Sackville.",Small Town & Rural Fiction | Sports Fiction | Crime Thrillers,",#1,763 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Small Town & Rural Fiction,#4 in Sports Fiction,#26 in Crime Thrillers",1763.0,13 hours and 43 minutes,823.0,Advanced Only,1,1,1,beartown,fredrik backman,1001+,93
Beatrix Potter: The Complete Tales,Beatrix Potter,4.8,4.8,2207.0,7.699842407396986,615.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,beatrix potter: the complete tales,beatrix potter,1001+,0
Because of Winn-Dixie,Kate DiCamillo,4.8,4.8,2341.0,7.758760544157663,502.0,A 2001 Newbery Medal Honor Book and now a major motion picture from Twentieth Century Fox.,Unknown,Unknown,,Unknown,,Both,1,0,0,because of winn-dixie,kate dicamillo,1001+,90
Becoming,Michelle Obama,4.6,4.6,13941.0,9.542661146046344,1093.0,Penguin presents the audiobook edition of Becoming by Michelle Obama.,Women Biographies | Biographies & Autobiographies (Books),",#12 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Women Biographies,#13 in Biographies & Autobiographies (Books)",12.0,19 hours and 3 minutes,1143.0,Both,1,1,1,becoming,michelle obama,1001+,69
Before I Go To Sleep,S J Watson,4.2,4.2,7474.0,8.919319398258887,820.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,before i go to sleep,s j watson,1001+,0
Behind Closed Doors,B A Paris,4.3,4.3,9641.0,9.173883834965569,713.0,"In this dark, psychological thriller, Georgia Maguire pushes listeners to explore the furthest limits of their moral codes. If the circumstances were bleak enough, what would you be willing to do to protect the ones you love?",Psychological Fiction | Psychological Thrillers | Crime Thrillers,",#3,892 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#31 in Psychological Fiction,#59 in Psychological Thrillers,#61 in Crime Thrillers",3892.0,8 hours and 46 minutes,526.0,Both,1,1,1,behind closed doors,b a paris,1001+,225
Behind the Mask: My Autobiography,Tyson Fury,4.7,4.7,2076.0,7.638679823876112,888.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,behind the mask: my autobiography,tyson fury,1001+,0
Believe in Yourself,Dr. Joseph Murphy,4.2,4.2,1739.0,7.461640392208575,234.0,Unknown,Unknown,Unknown,,Unknown,,Both,0,0,0,believe in yourself,dr. joseph murphy,1001+,0
Beloved,Toni Morrison,4.5,4.5,2397.0,7.7823903355874595,1131.0,"Toni Morrison is the Robert F. Goheen Professor of Humanities at Princeton University. She has received the National Book Critics Circle Award and the Pulitzer Prize. In 1993 she was awarded the Nobel Prize in Literature. She lives in Rockland County, New York, and Princeton, New Jersey.",African American Literature | Coming of Age Fiction | Historical Fiction,",#1,958 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#6 in African American Literature,#14 in Coming of Age Fiction,#64 in Historical Fiction (Audible Audiobooks & Originals)",1958.0,12 hours and 3 minutes,723.0,Both,1,1,1,beloved,toni morrison,1001+,288
Beneath a Scarlet Sky: A Novel,Mark Sullivan,4.7,4.7,24240.0,10.095800693457734,804.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,beneath a scarlet sky: a novel,mark sullivan,1001+,0
Between Shades of Gray,Ruta Sepetys,4.7,4.7,1633.0,7.3987862754199485,1156.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,between shades of gray,ruta sepetys,1001+,0
Between the World and Me,Ta-Nehisi Coates,4.7,4.7,6615.0,8.797246236703527,879.0,Number-one New York Times best seller National Book Award winner Named one of Time’s Ten Best Nonfiction Books of the Decade Pulitzer Prize finalist National Book Critics Circle Award finalist,Racism & Discrimination Studies | United States History | Biographies & Memoirs,",#4,014 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#8 in Racism & Discrimination Studies,#27 in United States History (Audible Audiobooks & Originals),#332 in Biographies & Memoirs (Audible Audiobooks & Originals)",4014.0,3 hours and 35 minutes,215.0,Both,1,1,1,between the world and me,ta-nehisi coates,1001+,192
Big Little Lies,Liane Moriarty,4.6,4.6,18129.0,9.805323303748898,930.0,Originally published as Little Lies.,Family Life Fiction | Women's Fiction | Mysteries,",#2,129 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#31 in Family Life Fiction,#51 in Women's Fiction,#71 in Mysteries",2129.0,15 hours and 55 minutes,955.0,Both,1,1,1,big little lies,liane moriarty,1001+,36
Big Magic: Creative Living Beyond Fear,Elizabeth Gilbert,4.5,4.5,4222.0,8.348301054933943,1195.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,big magic: creative living beyond fear,elizabeth gilbert,1001+,0
Bigger Leaner Stronger: The Simple Science of Building the Ultimate Male Body,Michael Matthews,4.6,4.6,5731.0,8.653819788948063,501.0,This book has helped thousands of men build their best bodies ever. Will you be next?,Fitness Workouts | Bodybuilding & Weightlifting | Healthy Living & Wellness,",#217 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Fitness Workouts,#4 in Bodybuilding & Weightlifting,#124 in Healthy Living & Wellness",217.0,16 hours and 2 minutes,962.0,Both,1,1,1,bigger leaner stronger: the simple science of building the ultimate male body,michael matthews,1001+,85
Blood Meridian: Or the Evening Redness in the West,Cormac McCarthy,4.3,4.3,1801.0,7.496652438168283,1218.0,Unknown,Unknown,Unknown,,Unknown,,Advanced Only,0,0,0,blood meridian: or the evening redness in the west,cormac mccarthy,1001+,0
"Born to Run: The Hidden Tribe, the Ultra-Runners, and the Greatest Race the World Has Never Seen",Christopher McDougall,4.7,4.7,5106.0,8.538367426647644,721.0,Unknown,Outdoor Survival Skills (Books) | Marathon & Running | Travel Writing (Books),",#2 in Outdoor Survival Skills (Books),#6 in Marathon & Running,#25 in Travel Writing (Books)",,11 hours and 6 minutes,666.0,Both,0,1,1,"born to run: the hidden tribe, the ultra-runners, and the greatest race the world has never seen",christopher mcdougall,1001+,0
"Braiding Sweetgrass: Indigenous Wisdom, Scientific Knowledge and the Teachings of Plants",Robin Wall Kimmerer,4.8,4.8,1954.0,7.578145472419466,1172.0,Unknown,Native American Demographic Studies | Native American History | Botany & Plants,",#4,825 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#4 in Native American Demographic Studies,#4 in Native American History,#5 in Botany & Plants",4825.0,16 hours and 44 minutes,1004.0,Both,0,1,1,"braiding sweetgrass: indigenous wisdom, scientific knowledge and the teachings of plants",robin wall kimmerer,1001+,0
Brave New World,Aldous Huxley,4.4,4.4,4987.0,8.514790306799927,702.0,Unknown,Unknown,Unknown,,Unknown,,Both,0,0,0,brave new world,aldous huxley,1001+,0
Braving the Wilderness: The Quest for True Belonging and the Courage to Stand Alone,Brené Brown,4.7,4.7,2614.0,7.869019376499023,615.0,"Random House presents the audiobook edition of Braving the Wilderness, written and read by Brené Brown.",Psychology | Society & Culture (Books) | Personal Development & Self-Help,",#2,739 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#203 in Psychology (Audible Audiobooks & Originals),#1,928 in Society & Culture (Books),#5,671 in Personal Development & Self-Help",2739.0,4 hours and 12 minutes,252.0,Both,1,1,1,braving the wilderness: the quest for true belonging and the courage to stand alone,brené brown,1001+,103
Breaking the Habit of Being Yourself,Joe Dispenza,4.7,4.7,3667.0,8.207401833376355,836.0,"You are not doomed by your genes and hardwired to be a certain way for the rest of your life. A new science is emerging that empowers all human beings to create the reality they choose. In Breaking the Habit of Being Yourself, renowned author, speaker, researcher, and chiropractor Dr. Joe Dispenza combines the fields of quantum physics, neuroscience, brain chemistry, biology, and genetics to show you what is truly possible.",New Thought Spirituality | Spirituality (Books) | Personal Success,",#297 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#3 in New Thought Spirituality,#37 in Spirituality (Books),#65 in Personal Success",297.0,10 hours and 49 minutes,649.0,Both,1,1,1,breaking the habit of being yourself,joe dispenza,1001+,427
Bring Up the Bodies,Hilary Mantel,4.5,4.5,4259.0,8.357024439263416,1032.0,"Costa Book of the Year, 2012",Fiction Sagas | World Literature | Historical Fiction,",#2,380 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#22 in Fiction Sagas,#70 in World Literature (Audible Audiobooks & Originals),#85 in Historical Fiction (Audible Audiobooks & Originals)",2380.0,14 hours and 33 minutes,873.0,Both,1,1,1,bring up the bodies,hilary mantel,1001+,28
"Brisingr: The Inheritance Cycle, Book 3",Christopher Paolini,4.7,4.7,1749.0,7.467371066917559,1093.0,"Following the colossal battle against the Empire's warriors, Eragon and Saphira narrowly escaped with their lives. But more awaits the Rider and his dragon, as Eragon finds himself bound by promises he may not be able to keep, including his oath to cousin Roran to help rescue his beloved Katrina. When unrest claims the rebels and danger strikes, Eragon must make choices that take him across the Empire and beyond, choices that may lead to unimagined sacrifice.",Unknown,Unknown,,Unknown,,Both,1,0,0,"brisingr: the inheritance cycle, book 3",christopher paolini,1001+,463
Building a StoryBrand: Clarify Your Message So Customers Will Listen,Donald Miller,4.7,4.7,1712.0,7.44600149832412,9884.0,Unknown,Unknown,Unknown,,Unknown,,Both,0,0,0,building a storybrand: clarify your message so customers will listen,donald miller,1001+,0
Burial Rites,Hannah Kent,4.4,4.4,2294.0,7.738488122494646,323.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,burial rites,hannah kent,1001+,0
Bury My Heart at Wounded Knee: An Indian History of the American West,Dee Brown,4.7,4.7,1774.0,7.4815557019095165,1003.0,Unknown,Unknown,Unknown,,Unknown,,Both,0,0,0,bury my heart at wounded knee: an indian history of the american west,dee brown,1001+,0
"Cabin Fever: Diary of a Wimpy Kid, Book 6",Jeff Kinney,4.6,4.6,3903.0,8.269756947532983,410.0,Unknown,Unknown,Unknown,,Unknown,,Both,0,0,0,"cabin fever: diary of a wimpy kid, book 6",jeff kinney,1001+,0
Call Me By Your Name,André Aciman,4.7,4.7,5971.0,8.69483715865908,635.0,Unknown,Unknown,Unknown,,Unknown,,Both,0,0,0,call me by your name,andré aciman,1001+,0
Can You Keep a Secret?,Sophie Kinsella,4.4,4.4,1800.0,7.496097345175956,911.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,can you keep a secret?,sophie kinsella,1001+,0
Can't Hurt Me: Master Your Mind and Defy the Odds,David Goggins,4.8,4.8,11336.0,9.335826992017598,836.0,"For David Goggins, childhood was a nightmare - poverty, prejudice, and physical abuse colored his days and haunted his nights. But through self-discipline, mental toughness, and hard work, Goggins transformed himself from a depressed, overweight young man with no future into a US Armed Forces icon and one of the world's top endurance athletes. The only man in history to complete elite training as a Navy SEAL, Army Ranger, and Air Force Tactical Air Controller, he went on to set records in numerous endurance events, inspiring Outside magazine to name him The Fittest (Real) Man in America.",Biographies & Memoirs | Personal Success | Biographies & Autobiographies (Books),",#35 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#7 in Biographies & Memoirs (Audible Audiobooks & Originals),#13 in Personal Success,#44 in Biographies & Autobiographies (Books)",35.0,13 hours and 37 minutes,817.0,Both,1,1,1,can't hurt me: master your mind and defy the odds,david goggins,1001+,594
Capital in the Twenty-First Century,Thomas Piketty,4.5,4.5,2164.0,7.68017564043659,1338.0,Unknown,Unknown,Unknown,,Unknown,,Both,0,0,0,capital in the twenty-first century,thomas piketty,1001+,0
Carry On,Rainbow Rowell,4.6,4.6,1703.0,7.440733707389261,323.0,"Simon Snow just wants to relax and savour his last year at the Watford School of Magicks, but no one will let him. His girlfriend broke up with him, his best friend is a pest and his mentor keeps trying to hide him away in the mountains, where maybe he'll be safe.",Unknown,Unknown,,Unknown,,Both,1,0,0,carry on,rainbow rowell,1001+,264
Catch 22,Joseph Heller,4.2,4.2,2424.0,7.793586803371584,93.0,"It’s the closing months of World War II and Yossarian has never been closer to death. Stationed in an American bomber squadron off the coast of Italy, each flight mission introduces him to thousands of people determined to kill him. But the enemy above is not Yossarian’s problem - it is his own army intent on keeping him airborne, and the maddening Catch-22 that allows for no possibility of escape.","Classic Literature | Classic Fiction (Books) | Crime, Thriller & Mystery (Books)",",#1,168 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#57 in Classic Literature,#1,221 in Classic Fiction (Books),#1,498 in Crime, Thriller & Mystery (Books)",1168.0,2 hours and 42 minutes,162.0,Both,1,1,1,catch 22,joseph heller,1001+,401
"Catching Fire: The Hunger Games, Book 2",Suzanne Collins,4.7,4.7,15953.0,9.677464860471074,656.0,Unknown,Unknown,Unknown,,Unknown,,Both,0,0,0,"catching fire: the hunger games, book 2",suzanne collins,1001+,0
Chariots of the Gods,Erich von Daniken,4.3,4.3,2739.0,7.9157131993821155,668.0,"Erich von Däniken's Chariots of the Gods is a work of monumental importance---the first book to introduce the shocking theory that ancient Earth was visited by aliens. This world-famous best seller has withstood the test of time, inspiring countless books and films, including the author's own popular sequel, The Eye of the Sphinx. But here is where it all began---von Däniken's startling theories of our earliest encounters with alien worlds, based upon his lifelong studies of ancient ruins, lost cities, potential spaceports, and a myriad of hard scientific facts that point to extraterrestrial intervention in human history. Most incredible of all, however, is von Däniken's theory that we ourselves are the descendents of these galactic pioneers---and the archaeological discoveries that prove it:",Unexplained Mysteries | Ancient History | World History,",#2,270 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#5 in Unexplained Mysteries,#12 in Ancient History (Audible Audiobooks & Originals),#39 in World History (Audible Audiobooks & Originals)",2270.0,5 hours and 55 minutes,355.0,Both,1,1,1,chariots of the gods,erich von daniken,1001+,803
Charlie and the Chocolate Factory,Roald Dahl,4.6,4.6,3531.0,8.16961956172385,615.0,Brought to you by Penguin.,Fiction Classics for Children | Fantasy & Magic for Children | Children's Fantasy (Books),",#1,064 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#12 in Fiction Classics for Children,#22 in Fantasy & Magic for Children,#694 in Children's Fantasy (Books)",1064.0,3 hours and 17 minutes,197.0,Both,1,1,1,charlie and the chocolate factory,roald dahl,1001+,26
Charlotte's Web,E. B. White,4.8,4.8,5072.0,8.53168763756669,754.0,Unknown,Unknown,Unknown,,Unknown,,Both,0,0,0,charlotte's web,e. b. white,1001+,0
Children of Blood and Bone,Tomi Adeyemi,4.7,4.7,4945.0,8.506334448081361,323.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,children of blood and bone,tomi adeyemi,1001+,0
Children of Time,Adrian Tchaikovsky,4.5,4.5,3748.0,8.229244416735913,873.0,Adrian Tchaikovksy's critically acclaimed stand-alone novel Children of Time is the epic story of humanity's battle for survival on a terraformed planet.,First Contact Science Fiction | Space Exploration Science Fiction | Space Opera Science Fiction,",#714 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in First Contact Science Fiction,#1 in Space Exploration Science Fiction,#2 in Space Opera Science Fiction",714.0,16 hours and 31 minutes,991.0,Both,1,1,1,children of time,adrian tchaikovsky,1001+,153
China Rich Girlfriend,Kevin Kwan,4.5,4.5,2667.0,7.889084407035514,805.0,"Kevin Kwan, best-selling author of Crazy Rich Asians, is back with a wickedly funny new novel of social climbing, secret e-mails, art-world scandal, lovesick billionaires and the outrageous story of what happens when Rachel Chu, engaged to marry Asia's most eligible bachelor, discovers her birth father.",Humorous Fiction | Literature & Fiction (Books),",#4,045 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#38 in Humorous Fiction,#23,950 in Literature & Fiction (Books)",4045.0,15 hours and 4 minutes,904.0,Both,1,1,1,china rich girlfriend,kevin kwan,1001+,304
"Choose Yourself!: Be Happy, Make Millions, Live the Dream",James Altucher,4.4,4.4,2084.0,7.642524134232902,501.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,"choose yourself!: be happy, make millions, live the dream",james altucher,1001+,0
